,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
6445,Maruti Swift Dzire VDI,2014,465000,90000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5
6446,Tata Manza Aura (ABS) Quadrajet BS IV,2010,200000,188000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,200Nm@ 1750-3000rpm,5
6447,Chevrolet Enjoy TCDi LS 8 Seater,2014,350000,120000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.8,172.5Nm@ 1750rpm,8
6448,Honda City i VTEC V,2015,650000,80000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,145Nm@ 4600rpm,5
6449,Hyundai i10 Magna,2010,150000,123278,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5
6450,Honda City i DTEC V,2014,560000,100000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200Nm@ 1750rpm,5
6451,Hyundai i20 Active 1.4 SX with AVN,2015,625000,90000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5
6452,Ford Figo Diesel Titanium,2012,220000,110000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160Nm@ 2000rpm,5
6453,Ford Figo Diesel Celebration Edition,2013,250000,110000,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,160Nm@ 2000rpm,5
6454,Tata Zest Quadrajet 1.3 XT,2018,575000,70000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,190Nm@ 1750-3000rpm,5
6455,Mahindra XUV500 W8 AWD,2015,1050000,65000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
6456,Jaguar XF 2.2 Litre Luxury,2015,3000000,70000,Diesel,Individual,Automatic,Second Owner,16.36,2179,187.7,450Nm@ 2000rpm,5
6457,Tata New Safari DICOR 2.2 LX 4x2,2012,200000,90000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7
6458,Maruti Alto 800 VXI,2016,262000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69Nm@ 3500rpm,5
6459,Hyundai EON Era Plus,2018,299000,33000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5
6460,Maruti Alto 800 LXI,2015,250000,26500,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69Nm@ 3500rpm,5
6461,Hyundai Santro Xing GLS,2011,140000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5
6462,Maruti Swift Dzire VDI,2013,360000,70000,Diesel,Individual,Manual,Third Owner,23.4,1248,74.0,190Nm@ 2000rpm,5
6463,Datsun GO A,2015,210000,80000,Petrol,Individual,Manual,First Owner,20.63,1198,67.06,104Nm@ 4000rpm,5
6464,Hyundai i20 1.4 Sportz,2017,600000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
6465,Skoda Fabia 1.2L Diesel Ambiente,2011,210000,100000,Diesel,Individual,Manual,First Owner,19.5,1199,75.0,180 Nm at 2000rpm,5
6466,Volkswagen Vento Diesel Comfortline,2011,300000,80000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5
6467,Hyundai Grand i10 Asta,2016,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5
6468,Ford Endeavour 3.2 Titanium AT 4X4,2018,3200000,35000,Diesel,Individual,Automatic,First Owner,10.91,3198,197.0,470Nm@ 1750-2500rpm,7
6469,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5
6470,Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011,100000,80000,Diesel,Individual,Manual,First Owner,18.0,1248,75.0,190 Nm at 1750 rpm,5
6471,Hyundai EON Era Plus,2012,185000,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5
6472,Maruti Wagon R LX BSIII,2006,80000,90000,Petrol,Individual,Manual,Second Owner,17.3,1061,64.0,"8.6@ 3,500(kgm@ rpm)",5
6473,Maruti Alto 800 VXI,2017,295000,80000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5
6474,Renault KWID Climber 1.0 MT,2017,360000,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5
6475,Maruti Alto K10 2010-2014 VXI,2014,210000,70000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90Nm@ 3500rpm,5
6476,Hyundai Elite i20 Petrol CVT Magna Executive,2019,585000,80000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,114.73nm@ 4000rpm,5
6477,Volkswagen Polo Select 1.5 TDI Highline,2016,560000,50000,Diesel,Individual,Manual,First Owner,20.14,1498,88.7,230Nm@ 1500-2500rpm,5
6478,Honda City i DTEC S,2015,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5
6479,Datsun GO T BSIV,2017,330000,60000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,104Nm@ 4000rpm,5
6480,Hyundai Verna VTVT 1.6 SX,2019,990000,15000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151Nm@ 4850rpm,5
6481,Toyota Etios Diesel TRD Sportivo,2012,300000,90000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,170Nm@ 1800-2400rpm,5
6482,Tata Nexon 1.2 Revotron XM,2018,650000,28000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5
6483,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,695000,20000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,117nm@ 4000rpm,5
6484,Hyundai Grand i10 CRDi Magna,2014,300000,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5
6485,Maruti Alto 800 LXI,2015,270000,22000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69Nm@ 3500rpm,5
6486,Tata New Safari DICOR 2.2 EX 4x2,2010,185000,70000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7
6487,Chevrolet Sail Hatchback LT ABS,2013,200000,80000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,205Nm@ 1750rpm,5
6488,Maruti Wagon R LXI CNG Optional,2019,459999,35000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5
6489,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,860000,60000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5
6490,Tata Tiago 1.2 Revotron XE,2018,400000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5
6491,Maruti Ritz VDi,2013,240000,142000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,190Nm@ 2000rpm,5
6492,Maruti Swift Dzire ZDI,2015,570000,72000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5
6493,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,850000,90000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5
6494,Ford Figo Diesel Titanium,2011,155000,80000,Diesel,Individual,Manual,Third Owner,20.0,1399,68.0,160Nm@ 2000rpm,5
6495,Hyundai i20 1.4 CRDi Asta,2011,270000,125000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5
6496,Maruti Ciaz ZXi Plus,2015,610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,130Nm@ 4000rpm,5
6497,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5
6498,Mahindra Scorpio LX,2012,450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,9
6499,Hyundai Xcent 1.2 CRDi E,2018,500000,35000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5
6500,Honda Amaze S Diesel BSIV,2018,700000,43000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,200Nm@ 1750rpm,5
6501,Maruti Alto LXi,2007,135000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6502,Mahindra Scorpio LX,2012,430000,148000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,9
6503,Hyundai Verna 1.6 SX CRDi (O),2014,625000,70000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
6504,Nissan Sunny XL,2011,280000,96000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,134Nm@ 4000rpm,5
6505,Mahindra Scorpio 1.99 S6 Plus,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280Nm@ 1800-2800rpm,7
6506,Maruti Ritz VDi,2012,220000,70000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,190Nm@ 2000rpm,5
6507,Maruti Ignis 1.2 Alpha BSIV,2017,620000,18484,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5
6508,Tata Safari DICOR 2.2 EX 4x2,2011,300000,70000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320Nm@ 1700-2700rpm,7
6509,Maruti Alto LX,2010,180000,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6510,Volkswagen Polo Diesel Highline 1.2L,2013,250000,120000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,180Nm@ 2000rpm,5
6511,Maruti Swift Dzire LXI,2017,480000,55000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115Nm@ 4000rpm,5
6512,Ford EcoSport 1.5 Petrol Titanium BSIV,2019,885000,10000,Petrol,Individual,Manual,Second Owner,17.0,1497,121.31,150Nm@ 4500rpm,5
6513,Mahindra KUV 100 D75 K8,2020,550000,60000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,6
6514,Maruti Swift Dzire ZDI Plus,2018,800000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5
6515,Hyundai Santro Xing GLS,2013,180000,65000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5
6517,Hyundai i20 Sportz 1.4 CRDi,2012,380000,50000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,219.6Nm@ 1750-2750rpm,5
6518,Tata Tiago NRG Petrol AMT,2019,520000,2560,Petrol,Individual,Automatic,First Owner,24.0,1199,83.81,114Nm@ 3500rpm,5
6519,Maruti Alto LX,2004,90000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6520,Maruti Wagon R VXI BS IV,2016,330000,80000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90Nm@ 3500rpm,5
6521,Maruti 800 DX,1999,40000,50000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59Nm@ 2500rpm,4
6522,Chevrolet Enjoy TCDi LS 8 Seater,2015,370000,120000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,172.5Nm@ 1750rpm,8
6523,Honda City V MT,2009,290000,120000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,146Nm@ 4800rpm,5
6524,Hyundai EON Magna Plus,2013,215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5
6525,Tata Hexa XT,2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400Nm@ 1750-2500rpm,7
6526,Toyota Innova 2.5 GX 8 STR,2012,610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
6527,Hyundai i20 Asta 1.4 CRDi,2013,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,219.6Nm@ 1500-2750rpm,5
6528,Mahindra Scorpio 1.99 S10,2017,1250000,95000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280Nm@ 1800-2800rpm,7
6529,Hyundai Verna 1.6 CRDI,2012,400000,103655,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,259.9Nm@ 1900-2750rpm,5
6530,Hyundai i20 Petrol CVT Asta,2018,700000,25000,Petrol,Individual,Automatic,Second Owner,17.4,1197,81.86,114.73nm@ 4000rpm,5
6531,Renault Duster 110PS Diesel RxZ,2014,650000,80000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248Nm@ 2250rpm,5
6532,Tata Nano Twist XT,2014,95000,50000,Petrol,Individual,Manual,Second Owner,25.4,624,37.5,51Nm@ 4000+/-500rpm,4
6533,Mahindra XUV500 W10 2WD,2015,1147000,56975,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
6534,Hyundai Santro Xing GL,2010,150000,110000,Petrol,Individual,Manual,First Owner,0.0,1086,62.0,96.1Nm@ 3000rpm,5
6535,Maruti Alto LX BSIII,2008,120000,80000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6537,Ford Fiesta EXi 1.4 TDCi Ltd,2010,180000,187000,Diesel,Dealer,Manual,Second Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5
6538,Ford Fiesta Classic 1.4 Duratorq LXI,2013,325000,69000,Diesel,Dealer,Manual,First Owner,18.6,1388,67.0,160Nm@ 2000rpm,5
6539,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,550000,206000,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5
6540,Ford EcoSport 1.5 TDCi Signature BSIV,2018,950000,27000,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5
6541,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,500000,132000,Diesel,Dealer,Manual,Second Owner,22.7,1498,89.84,204Nm@ 2000-2750rpm,5
6542,Ford Aspire Titanium Diesel BSIV,2017,725000,75000,Diesel,Dealer,Manual,First Owner,26.1,1498,99.23,215Nm@ 1750-3000rpm,5
6543,Ford Figo Aspire Titanium,2015,500000,18000,Petrol,Dealer,Manual,Second Owner,18.5,1194,94.93,119Nm@ 4250rpm,5
6544,Mahindra Verito 1.5 D2 BSIII,2011,180000,218000,Diesel,Individual,Manual,First Owner,21.0,1461,64.1,160Nm@ 2000rpm,5
6545,Hyundai i20 2015-2017 Magna 1.4 CRDi,2016,650000,10000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
6546,Maruti Swift VDi BSIII W/ ABS,2010,285000,80000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,190Nm@ 2000rpm,5
6547,Mahindra Verito 1.5 D2 BSIII,2011,210000,215000,Diesel,Individual,Manual,First Owner,21.0,1461,64.1,160Nm@ 2000rpm,5
6548,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,200000,137000,Diesel,Individual,Manual,First Owner,17.8,1399,67.0,160Nm@ 2000rpm,5
6549,Volkswagen Vento Diesel Highline,2011,295000,65000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5
6550,Honda City 2017-2020 GXi,2007,160000,120000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,"12.7@ 2,700(kgm@ rpm)",5
6551,Maruti Celerio VXI AT,2017,450000,10000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5
6552,Datsun GO Plus A,2016,385000,20000,Petrol,Individual,Manual,First Owner,20.62,1198,67.0,104Nm@ 4000rpm,7
6553,Ford Fiesta Classic 1.4 Duratorq LXI,2011,350000,93500,Diesel,Individual,Manual,Second Owner,18.6,1388,67.0,160Nm@ 2000rpm,5
6592,Maruti Swift Dzire LDI,2019,558000,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5
6593,Hyundai Santro Xing GLS,2010,165000,56000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5
6594,Hyundai i20 Sportz 1.4 CRDi,2012,300000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,219.6Nm@ 1750-2750rpm,5
6596,Mahindra XUV500 W8 4WD,2012,900000,100000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
6597,BMW X5 3.0d,2008,830000,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993,235.0,"53@ 2,000-2,750(kgm@ rpm)",5
6599,Skoda Rapid 1.5 TDI Ambition,2014,640000,65000,Diesel,Individual,Manual,Second Owner,21.14,1498,103.52,250Nm@ 1500-2500rpm,5
6600,Mahindra Scorpio S10 7 Seater,2015,900000,70000,Diesel,Individual,Manual,Third Owner,15.4,2179,120.0,280Nm@ 1800-2800rpm,7
6601,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,450000,60000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,172.5Nm@ 1750rpm,7
6602,Maruti Ciaz 1.3 Alpha,2018,825000,82000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5
6603,Tata Aria Pleasure 4x2,2013,500000,80000,Diesel,Individual,Manual,Second Owner,13.7,2179,138.1,320Nm@ 1700-2700rpm,7
6604,Mahindra KUV 100 mFALCON G80 K6 AW,2017,325000,5000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6
6605,Renault Duster 110PS Diesel RxL,2014,450000,133000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248Nm@ 2250rpm,5
6606,Honda WR-V i-VTEC VX,2017,675000,25000,Petrol,Individual,Manual,Second Owner,17.5,1199,88.7,110Nm@ 4800rpm,5
6607,Tata Zest Revotron 1.2 XT,2017,415000,15000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5
6608,Hyundai Creta 1.4 CRDi S,2017,1100000,40000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5
6609,Volkswagen Ameo 1.2 MPI Comfortline,2016,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,110Nm@ 3750rpm,5
6610,Mahindra Bolero 2011-2019 ZLX,2014,509999,70000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
6611,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,200000,152000,Diesel,Individual,Manual,Fourth & Above Owner,10.5,2609,120.0,290Nm@ 1800-2800rpm,9
6612,Maruti 800 AC BSIII,2007,60000,100000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59Nm@ 2500rpm,4
6613,Hyundai Verna 1.6 CRDI,2013,500000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,259.9Nm@ 1900-2750rpm,5
6614,Tata Indica V2 DLE BSII,2009,45000,100000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,"8.5@ 2,500(kgm@ rpm)",5
6615,Renault KWID RXT,2017,270000,50000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5
6616,Hyundai i20 Active 1.2 S,2017,550000,40000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5
6617,Renault KWID 1.0 RXT Optional,2016,235000,60000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5
6618,Hyundai i20 1.2 Spotz,2018,600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5
6619,Honda Jazz 1.5 VX i DTEC,2015,525000,60000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,200Nm@ 1750rpm,5
6620,Maruti Swift VDI,2012,325000,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190Nm@ 2000rpm,5
6621,Maruti Swift Dzire ZDI,2014,420000,90000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5
6622,Maruti Alto K10 LXI,2014,229999,60000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,90Nm@ 3500rpm,5
6623,Maruti Swift Dzire ZDI,2013,375000,80000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248,74.0,190Nm@ 2000rpm,5
6624,Mahindra Scorpio VLX 2WD BSIV,2012,750000,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,8
6625,Tata Tiago 1.2 Revotron XZ,2018,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5
6626,Mahindra XUV500 W6 2WD,2013,600000,91000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
6627,Hyundai Santro Xing XK eRLX Euro II,2008,110000,80000,Petrol,Individual,Manual,Third Owner,17.8,1086,63.0,"9.8@ 3,000(kgm@ rpm)",5
6628,Maruti 800 AC,2007,45000,73257,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59Nm@ 2500rpm,4
6629,Mahindra Bolero Pik-Up CBC 1.7T,2019,722000,80000,Diesel,Individual,Manual,First Owner,0.0,2523,70.0,200Nm@ 1400-2200rpm,2
6630,Tata Tiago 2019-2020 XZ,2020,500000,15000,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,114Nm@ 3500rpm,5
6631,Hyundai Verna CRDi SX ABS,2007,250000,110000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5
6632,Skoda Rapid 1.5 TDI Ambition BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner,21.13,1498,108.6,250Nm@ 1500-2500rpm,5
6633,Nissan Sunny Diesel XV,2013,375000,212000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200Nm@ 2000rpm,5
6634,Maruti Swift Dzire ZDI,2018,780000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5
6635,Hyundai Santro Asta BSIV,2018,575000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5
6636,Hyundai i20 1.2 Spotz,2017,563000,30000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5
6637,Tata Tiago 1.2 Revotron XZ,2017,450000,15000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5
6638,Toyota Innova Crysta 2.4 ZX AT,2020,2300000,1000,Diesel,Individual,Automatic,First Owner,13.68,2393,147.51,360Nm@ 1400-2600rpm,7
6639,Maruti 800 AC,1999,80000,26320,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59Nm@ 2500rpm,4
6640,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,320000,135000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5
6641,Honda Civic 1.8 V MT,2008,375000,100000,Petrol,Individual,Manual,Third Owner,13.5,1799,130.0,172Nm@ 4300rpm,5
6642,Maruti Eeco 5 Seater AC BSIV,2017,400000,120000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5
6643,Mahindra Xylo E8 ABS Airbag,2011,600000,230000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,7
6644,Renault KWID 1.0 RXT Optional,2016,315000,60000,Petrol,Individual,Manual,Second Owner,23.01,999,67.0,91Nm@ 4250rpm,5
6645,BMW 3 Series 320d Highline,2012,1100000,80000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181.0,380Nm@ 1750-3000rpm,5
6646,Maruti Swift Dzire VDi,2010,350000,190000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190Nm@ 2000rpm,5
6647,Maruti Eeco 5 Seater AC BSIV,2016,375000,120000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5
6648,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,1050000,217000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8
6650,Maruti Celerio VXI,2015,350000,29000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5
6652,Maruti Wagon R LX Minor,2010,120000,120000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,84Nm@ 3500rpm,5
6653,Mahindra XUV500 W6 2WD,2015,819999,90000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
6655,Maruti Celerio ZXI Optional AMT BSIV,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,23.1,998,67.04,90Nm@ 3500rpm,5
6656,Hyundai Grand i10 Magna,2016,500000,56000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,114Nm@ 4000rpm,5
6657,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1250000,90000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,8
6658,Mahindra TUV 300 T8,2015,500000,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
6659,Maruti Swift VDI BSIV,2015,490000,60000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5
6660,Maruti Swift Dzire ZDi,2008,200000,147000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190Nm@ 2000rpm,5
6661,Maruti Wagon R VXI BSIII,2012,240000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90Nm@ 3500rpm,5
6662,Hyundai i20 1.2 Spotz,2018,655000,19500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5
6663,Hyundai i20 Active 1.2 SX,2018,620000,38426,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5
6664,Maruti Swift VXI Windsong Limited edition,2015,450000,35000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,115Nm@ 4000rpm,5
6665,Maruti Wagon R LXI BS IV,2014,310000,35000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90Nm@ 3500rpm,5
6666,Maruti Alto LXi,2007,150000,50000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62Nm@ 3000rpm,5
6667,Chevrolet Beat Diesel LT,2012,180000,120000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150Nm@ 1750rpm,5
6668,Tata Indica Vista TDI LS,2011,150000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4Nm@ 2500rpm,5
6669,Ford Figo Diesel EXI,2011,160000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160Nm@ 2000rpm,5
6670,Mahindra Scorpio EX,2013,600000,70000,Diesel,Individual,Manual,Third Owner,14.0,2523,75.0,200Nm@ 1400-2200rpm,8
6671,Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,380000,145000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,250Nm@ 1500-2500rpm,5
